imdb_id,title,budget,genres,popularity,production_companies,release_date,revenue,runtime,Name,Black,East Asian,Hispanic/Latino,South Asian,White,Other,Male,Female
tt0081207,My Bodyguard,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2.48642,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Melvin Simon Productions', 'id': 2124}, {'name': 'Market Street Productions', 'id': 8829}]",1980-07-11,22482952.0,96.0,my_bodyguard,0.0012475674172921,0.0,0.0062378370864609,0.0,0.988891784820684,0.0,0.8092568506974033,0.1907431493025967
tt0085346,Class,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.169554,"[{'name': 'Orion Pictures', 'id': 41}]",1983-07-22,0.0,98.0,class_tt0085346,0.0035205113480312,0.0001086115203116,0.0388773064342962,0.0009300641681855,0.9861301840153804,0.0042445881501086,0.8602640357989466,0.1397359642010534
tt0092699,Broadcast News,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.627019,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Amercent Films', 'id': 5263}, {'name': 'American Entertainment Partners L.P.', 'id': 5264}]",1987-12-16,51249404.0,133.0,broadcast.news_tt0092699,0.0,0.0,0.0122871738362309,0.0040957246120769,0.9918085507758456,0.0,0.6792091640455248,0.3207908359544752
tt0096463,Working Girl,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.318954,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1988-12-20,103173635.0,114.0,working_girl,0.0,0.001259292204079,0.0016182730796111,0.0,0.9997159921214815,0.0,0.3805608991809129,0.619439100819087
tt0095593,Married to the Mob,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",5.611184,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Mysterious Arts', 'id': 1072}, {'name': 'Orion Pictures Corporation', 'id': 14150}]",1988-08-19,21486757.0,104.0,married.to.the._tt0095593,0.0121731442755619,0.0,0.0245197048522561,0.0,0.9726593899826584,0.0,0.6142433234421365,0.3857566765578635
tt0084938,Young Doctors in Love,0,"[{'id': 35, 'name': 'Comedy'}]",1.768854,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'ABC Motion Pictures', 'id': 13671}]",1982-07-16,30688860.0,96.0,young_doctors_in_love,0.0,0.0138822047543506,0.0809689321426661,0.0098544938179182,0.934504393704436,0.0,0.812929810240526,0.187070189759474
tt0086973,Blame It on Rio,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.643886,"[{'name': 'Sherwood', 'id': 556}]",1984-02-17,18600000.0,100.0,blame.it.on.rio_tt0086973,0.0,0.0,0.058463004551543,0.0,0.9915326638188978,0.0,0.66408997369038,0.3359100263096199
tt0090583,About Last Night...,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2.769589,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Delphi V Productions', 'id': 1174}]",1986-07-02,38702310.0,113.0,about_last_night,0.0,0.0,0.0452923892719699,0.0082572392437747,0.9834855215124504,0.0005366982914692,0.5565305044880718,0.4434694955119282
tt0104257,A Few Good Men,40000000,"[{'id': 18, 'name': 'Drama'}]",12.330249,"[{'name': 'David Brown Productions', 'id': 903}]",1992-12-11,243240178.0,138.0,few_good_men,0.0822947387379274,0.0001226952430266,0.0240163743743293,0.0001226952430266,0.8938115821307703,0.0,0.8320695953370251,0.1679304046629749
tt0107211,Indecent Proposal,38000000,"[{'id': 18, 'name': 'Drama'}]",7.118123,"[{'name': 'Paramount Pictures', 'id': 4}]",1993-04-07,266614059.0,117.0,indecent_proposal,0.0,0.0,0.0313270092411089,0.0,0.9686729907588916,0.0,0.619205655164403,0.380794344835597
tt0120812,Rush Hour,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",11.840557,"[{'name': 'New Line Cinema', 'id': 12}]",1998-09-18,244386864.0,98.0,rush_hour,0.3468075666518775,0.3788399951599241,0.0101456056144879,0.0010865970233533,0.2660581615778647,0.0008776670834509,0.9395787488211256,0.0604212511788745
tt0122690,Ronin,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",9.672094,"[{'name': 'United Artists', 'id': 60}, {'name': 'FGM Entertainment', 'id': 2347}]",1998-09-25,41610884.0,122.0,ronin_tt0122690,0.0,0.0,0.0308598636161885,0.0011394907799701,0.9927829560585886,0.000569745389985,0.8498438702086256,0.1501561297913743
tt0146336,Urban Legend,14000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.081401,"[{'name': 'Original Film', 'id': 333}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Canal+ Droits Audiovisuels', 'id': 53473}]",1998-09-25,72527595.0,99.0,urban.legend_tt0146336,0.0499864603830808,0.0,0.0699050421533406,0.0030653692704854,0.9178082068131364,0.0010217897568284,0.3809727391610502,0.6190272608389498
tt0080731,The Fiendish Plot of Dr. Fu Manchu,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",0.886041,"[{'name': 'Playboy Enterprises', 'id': 1431}]",1980-08-08,0.0,108.0,fiendish.plot_tt0080731,0.0,0.0834876854517779,0.0799788491750567,0.0270333217187184,0.8671752645381358,0.0,0.901218486413234,0.098781513586766
tt0084787,The Thing,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",16.83125,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Turman-Foster Company', 'id': 662}]",1982-06-25,19629760.0,109.0,thing_tt0084787,0.1593278725166651,0.0062637232601864,0.0148230932064109,0.0,0.8195853110167374,0.0,1.0,0.0
tt0105151,The Player,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.230854,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Avenue Pictures Productions', 'id': 251}, {'name': 'Spelling Entertainment', 'id': 272}, {'name': 'Addis Wechsler Pictures', 'id': 4665}]",1992-04-03,21706101.0,124.0,player_tt0105151,0.0423001728744302,0.0025516265912305,0.0246286342920006,0.0008046518937608,0.946771648593431,0.0002508250825082,0.7172933820487271,0.2827066179512729
tt0081554,Stardust Memories,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.720538,"[{'name': 'United Artists', 'id': 60}, {'name': 'Jack Rollins & Charles H. Joffe Productions', 'id': 13309}]",1980-09-26,10389003.0,89.0,stardust.memori_tt0081554,0.0,0.0,0.0032294253337198,0.0004033630393405,0.9999319324871112,6.806751288870962e-05,0.4963446919097466,0.5036553080902533
tt0099487,Edward Scissorhands,20000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",17.612244,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1990-12-05,53000000.0,105.0,edward.scissorh_tt0099487,0.0,0.0,0.0033206610287842,0.0,0.996679338971216,0.0,0.4847208628683849,0.5152791371316151
tt0120889,What Dreams May Come,85000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",11.218378,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1998-10-02,71485043.0,113.0,what.dreams.may_tt0120889,0.087024688215831,0.0550318147111223,0.055271061338763,0.0276355306693815,0.8579434970730472,0.0,0.6906388393993382,0.3093611606006617
tt0082517,History of the World: Part I,11000000,"[{'id': 35, 'name': 'Comedy'}]",9.270492,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brooksfilms', 'id': 5612}]",1981-06-12,31672907.0,92.0,history_of_the_world_part_1,0.1025339035108444,0.0,0.0622714170958748,0.0120280678542739,0.8474082124462509,0.0068055096158389,0.7508158842329845,0.2491841157670155
tt0104952,My Cousin Vinny,11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.922216,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Palo Vista Productions', 'id': 89303}, {'name': 'Peter V. Miller Investment Corp.', 'id': 89304}]",1992-03-13,64088552.0,120.0,my.cousin.vinny_tt0104952,0.0,0.0,0.0674978537641889,0.0,0.9248811855077173,0.0190209798057446,0.8297573812019566,0.1702426187980433
tt0086837,2010,28000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",7.482865,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1984-12-06,40400657.0,116.0,2010.the.year.w_tt0086837,0.0,0.0,0.002703468432197,0.0,0.9910336703349142,0.008966329665086,0.8387644849144511,0.1612355150855489
tt0090830,Children of a Lesser God,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.503064,"[{'name': 'Paramount Pictures', 'id': 4}]",1986-09-13,31853080.0,119.0,children.of.a.l_tt0090830,0.0,0.0,0.0,0.0,1.0,0.0,0.5933501342573841,0.4066498657426158
tt0080678,The Elephant Man,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",8.405672,"[{'name': 'Brooksfilms', 'id': 5612}]",1980-10-02,26010864.0,124.0,elephant.man_tt0080678,0.0,0.0083281917125299,0.0,0.0067067301759668,0.9849650781115028,0.0,0.7454355014273685,0.2545644985726314
tt0120791,Practical Magic,75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",7.757795,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Fortis Films', 'id': 4258}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Stargate Studios', 'id': 55474}]",1998-10-16,46683377.0,104.0,practical.magic_tt0120791,0.0,0.0019050450532863,0.051516260348534,0.0,0.997947445455793,0.0,0.1937494726183444,0.8062505273816556
tt0120789,Pleasantville,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",11.0874,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Larger Than Life Productions', 'id': 1163}]",1998-09-17,0.0,124.0,pleasantville_tt0120789,0.00231259379536,0.0,0.000231259379536,0.0,0.99768740620464,0.0,0.6656327588592065,0.3343672411407934
tt0118799,Life Is Beautiful,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",39.39497,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Melampo Cinematografica', 'id': 370}]",1997-12-20,229400000.0,116.0,life.is.beautif_tt0118799,0.0165089560706759,0.0,0.0696709353217701,0.0214459393742908,0.9526240071324368,0.0,0.7965485074626866,0.2034514925373134
tt0120684,Gods and Monsters,10000000,"[{'id': 18, 'name': 'Drama'}]",6.788021,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Flashpoint (I)', 'id': 13495}, {'name': 'Showtime Networks', 'id': 18880}]",1998-01-21,6451628.0,105.0,gods.and.monste_tt0120684,0.0,0.0,0.0010484563690566,0.0,0.9516303707072248,0.048369629292776,0.882918383187056,0.117081616812944
tt0133952,The Siege,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9.019114,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': 'Bedford Falls Company, The', 'id': 20634}]",1998-11-06,116672912.0,116.0,siege_tt0133952,0.4240603840603841,0.0,0.0748273948273948,0.0342176342176342,0.4583542383542383,0.0199504199504199,0.7990102934944568,0.2009897065055431
tt0120484,The Waterboy,23000000,"[{'id': 35, 'name': 'Comedy'}]",9.461823,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1998-11-06,185991646.0,90.0,waterboy,0.0483381082652995,0.0,0.0098076384550761,0.0036188958059582,0.9477801951618808,0.0010145832884561,0.7989183534497222,0.2010816465502778
tt0127536,Elizabeth,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.566321,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]",1998-09-13,82150642.0,124.0,elizabeth_tt0127536,0.0090411721068249,0.0,0.0033959775799538,0.0,0.9939756429277944,0.0,0.5684509298599986,0.4315490701400014
tt0130018,I Still Know What You Did Last Summer,65000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11.023042,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandalay Entertainment', 'id': 1236}, {'name': 'Summer Knowledge LLC', 'id': 1464}]",1998-11-13,40002112.0,100.0,i.still.know.wh_tt0130018,0.3264154552410098,0.0009483348769782,0.0244704626907743,0.0,0.6659988724680869,0.0,0.481832709734835,0.518167290265165
tt0119643,Meet Joe Black,90000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",14.026744,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'City Light Films', 'id': 136}]",1998-11-12,142940100.0,178.0,meet.joe.black_tt0119643,0.0,0.0,0.0182702003147489,0.0,0.9904962792407076,0.0,0.7546573837258443,0.2453426162741556
tt0089941,Runaway Train,9000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",15.236541,"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus Productions', 'id': 13549}, {'name': 'Northbrook Films', 'id': 14227}]",1985-11-15,7936012.0,111.0,runaway.train_tt0089941,0.0647106686450007,0.0,0.0302936390178528,0.0116845354903556,0.9162877518786195,0.0,0.897287097692965,0.102712902307035
tt0091538,Mona Lisa,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",3.095584,"[{'name': 'The Criterion Collection', 'id': 10932}, {'name': 'HandMade Films', 'id': 20076}]",1986-06-13,5794184.0,104.0,mona.lisa_tt0091538,0.2042777808836959,0.0,0.0484653659082014,0.0219386519073442,0.7768649484728205,0.0605113583421851,0.7279060311723515,0.2720939688276485
tt0085244,The Big Chill,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11.620392,"[{'name': 'Columbia Pictures', 'id': 5}]",1983-09-09,0.0,105.0,big_chill,0.0,0.0337505935986323,0.0056250989331053,0.0056250989331053,0.9542849906607148,0.0288397125399689,0.6160619326754223,0.3839380673245777
tt0120660,Enemy of the State,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",12.978751,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'No Such Productions', 'id': 79209}]",1998-11-20,250649836.0,132.0,enemy_of_the_state,0.3987354263367567,0.0019927999707613,0.0170489017214283,0.0003435546946383,0.5931234238514675,0.0,0.9175825103401704,0.0824174896598295
tt0089017,Desperately Seeking Susan,5000000,"[{'id': 35, 'name': 'Comedy'}]",8.679349,"[{'name': 'Orion Pictures', 'id': 41}]",1985-03-29,27400000.0,104.0,desperately.see_tt0089017,0.0039590443686006,0.0017196575055385,0.0120124543440512,0.0046919346146937,0.988203101610682,0.0021759176097239,0.5520495828582396,0.4479504171417605
tt0089087,The Emerald Forest,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",19.520733,"[{'name': 'Embassy Pictures Corporation', 'id': 419}, {'name': 'Christel Films', 'id': 32336}]",1985-06-26,24467000.0,114.0,emerald.forest_tt0089087,0.0,0.0,0.0119235960110969,0.0,0.988076403988903,0.0,0.8491836250122212,0.1508163749877788
tt0089155,Fletch,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.040486,"[{'name': 'Universal Pictures', 'id': 33}]",1985-05-31,59612888.0,98.0,fletch,0.0163747708715214,0.0016605565739043,0.032676220629895,0.0,0.9691451424762536,0.0,0.9588609336068602,0.1133643016026472
tt0097366,Fletch Lives,8045760,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",10.357224,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Vincent Pictures', 'id': 8818}]",1989-03-17,35150960.0,95.0,fletch.lives_tt0097366,0.0847188264058679,0.0,0.0330015820509132,0.0,0.8955659427585214,0.0,0.8908608438143307,0.1091391561856692
tt0091159,Gung Ho,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.853782,"[{'name': 'Paramount Pictures', 'id': 4}]",1986-03-13,36611610.0,111.0,gung.ho_tt0091159,0.004137261820748,0.4615568395671602,0.0192506175017643,0.0310015290519878,0.5086369383674432,0.0,0.9203322663111554,0.0796677336888446
tt0091541,The Money Pit,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.054864,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]",1986-03-15,54999651.0,91.0,money.pit_tt0091541,0.0086300109529025,0.0016823658269441,0.0110887185104052,0.0017209200438116,0.9780048192771084,0.0017209200438116,0.6837012965805546,0.3162987034194454
tt0090264,A View to a Kill,30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12.840798,"[{'name': 'Eon Productions', 'id': 7576}]",1985-05-24,152427960.0,131.0,view_to_a_kill,0.0876440714046771,0.0406532250707052,0.0114030552767894,0.0030279070238927,0.8817342294397308,0.0013198309156707,0.765296937857051,0.2347030621429489
tt0087928,Police Academy,4500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",8.354488,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]",1984-03-22,146198896.0,96.0,police_academy_fs,0.1555546774359258,0.0,0.0208182845581785,0.0,0.8444453225640748,0.0,0.870731139689046,0.1292688603109539
tt0089822,Police Academy 2: Their First Assignment,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9.021668,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]",1985-03-28,55600000.0,87.0,police_academy_2,0.1936595316806401,0.0012919653643327,0.0354234333292341,0.0,0.7788706515527455,0.0,0.8978976889191992,0.1021023110808008
tt0091777,Police Academy 3: Back in Training,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",7.10005,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Police Academy Productions', 'id': 69583}]",1986-03-20,43579163.0,83.0,police_academy_3,0.1447036249741342,0.0668579168155909,0.0253296713632686,0.0,0.7779661016949151,0.0,0.8316720402320068,0.1683279597679932
tt0093756,Police Academy 4: Citizens on Patrol,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.952392,"[{'name': 'Warner Bros.', 'id': 6194}]",1987-04-02,28061343.0,88.0,police.academy._tt0093756,0.1470940730079812,0.0165249247677613,0.0128012560512887,0.0,0.8400532077282039,0.0,0.8279998329365577,0.1720001670634423
tt0095882,Police Academy 5: Assignment Miami Beach,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10.278957,"[{'name': 'Warner Bros.', 'id': 6194}]",1988-03-17,19510371.0,90.0,police.academy._tt0095882,0.259430056868867,0.0,0.0130749609723461,0.0,0.7405699431311332,0.0,0.9057333849253472,0.0942666150746527
tt0120844,Star Trek: Insurrection,70000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",9.538877,"[{'name': 'Paramount Pictures', 'id': 4}]",1998-12-10,118000000.0,103.0,star.trek.insur_tt0120844,0.1167117214101736,0.0,0.1037096401202523,0.0177754918143904,0.8227753722000275,0.0,0.8041787956235378,0.1958212043764622
tt0138097,Shakespeare in Love,25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",13.813155,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Bedford Falls Productions', 'id': 348}]",1998-12-11,289317794.0,122.0,shakespeare_in_love,0.0,0.0,0.0136307002242711,0.0010352070058025,0.99340073333096,0.0,0.685027264021264,0.314972735978736
tt0089961,Santa Claus: The Movie,50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",11.690532,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Calash Corporation', 'id': 12958}]",1985-10-29,23717291.0,108.0,santa.claus.the_tt0089961,0.0,0.0,0.0259085821615571,0.0,0.9949299507275088,0.0,0.8166631908237748,0.1833368091762252
tt0089767,Pale Rider,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",9.385078,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Malpaso Company', 'id': 15298}]",1985-06-28,41410568.0,115.0,pale_rider,0.0034793745089809,0.0125571734521464,0.0494064723038345,0.0156308182395419,0.9501877979745804,0.0015368223936977,0.787825489665508,0.212174510334492
tt0089880,Rambo: First Blood Part II,44000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",11.924462,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Carolco Pictures', 'id': 14723}]",1985-05-21,300400432.0,96.0,rambo_2,0.0119710880154436,0.133064715257357,0.0455891265797212,0.0241879727940021,0.849379335114144,0.0055848616130552,0.8802891198455634,0.1197108801544366
tt0083944,First Blood,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",14.778884,"[{'name': 'Orion Pictures', 'id': 41}]",1982-10-22,125212904.0,93.0,rambo_first_blood,0.0,0.0,0.0318343986918388,0.0,1.0,0.0,1.0,0.0
tt0095956,Rambo III,63000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",11.624866,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Carolco Pictures', 'id': 14723}]",1988-05-24,189015611.0,102.0,rambo_3,0.0,0.0,0.0988884370340247,0.0293499099517806,0.950088111698522,6.777822963264199e-05,0.9995778189761192,0.0004221810238807
tt0089370,The Jewel of the Nile,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10.571841,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'SLM Production Group', 'id': 396}, {'name': 'Stone Group Pictures', 'id': 3470}]",1985-12-04,96773200.0,106.0,jewel_of_the_nile,0.0,0.0,0.0206601176585665,0.0,0.955687995193047,0.0236518871483867,0.6133669781081634,0.3866330218918365
tt0088011,Romancing the Stone,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.827193,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'SLM Production Group', 'id': 396}, {'name': 'Nina Saxon Film Design', 'id': 1693}, {'name': 'El Corazon Producciones S.A.', 'id': 81127}]",1984-03-30,86572238.0,106.0,romancing_the_stone,0.0,0.001974986867095,0.0459065745342869,0.0412312603547904,0.9002666989938174,0.0213389501757788,0.5029068013115809,0.497093198688419
tt0088933,Cocoon,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",5.773277,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'SLM Production Group', 'id': 396}, {'name': 'Zanuck/Brown Productions', 'id': 1865}]",1985-06-21,85313124.0,117.0,cocoon,0.0015485267352058,0.0136819322150622,0.1176899995080919,0.0012848639874071,0.906522701559349,0.0108859265089281,0.750598500744082,0.2494014992559179
tt0084602,Rocky III,17000000,"[{'id': 18, 'name': 'Drama'}]",11.673366,"[{'name': 'United Artists', 'id': 60}]",1982-05-28,270000000.0,99.0,rocky_3,0.2405683579429971,0.0,0.0890541907581508,0.0002988426806745,0.7257013986208682,0.0115305014431688,0.8885908008695352,0.1114091991304647
tt0089927,Rocky IV,31000000,"[{'id': 18, 'name': 'Drama'}]",10.25721,"[{'name': 'United Artists', 'id': 60}]",1985-11-21,300473716.0,91.0,rocky_4,0.2082003129890453,0.0,0.0756206572769953,0.0,0.7750910798122064,0.0077508607198748,0.8666254503085282,0.1333745496914717
tt0100507,Rocky V,42000000,"[{'id': 18, 'name': 'Drama'}]",14.007329,"[{'name': 'United Artists', 'id': 60}]",1990-10-18,119946358.0,104.0,rocky.v_tt0100507,0.0893463875237026,0.0138965210324677,0.1257288804612824,0.0138965210324677,0.8717193607058548,0.0114507952478619,0.86789756787288,0.1321024321271199
tt0090685,Back to School,0,"[{'id': 35, 'name': 'Comedy'}]",6.669879,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Paper Clip Productions', 'id': 3089}]",1986-06-13,91258000.0,96.0,back_to_school,0.0,0.0,0.0675156015483057,0.0186926297495852,0.9534868473023166,0.0,0.8371974216038346,0.1628025783961654
tt0091188,Heartburn,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16.071191,"[{'name': 'Paramount Pictures', 'id': 4}]",1986-07-25,0.0,108.0,heartburn_tt0091188,0.0083132888300316,0.0002108051133753,0.0060322693981243,7.351152671549417e-05,0.9906013350990516,7.351152671549417e-05,0.4143715878885629,0.5856284121114371
tt0091653,Nothing in Common,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8.750517,"[{'name': 'TriStar Pictures', 'id': 559}]",1986-07-29,0.0,118.0,nothing.in.comm_tt0091653,0.0066181877604379,0.0,0.0428072266573104,0.0,0.979848891922158,0.000110062817512,0.7690357236767965,0.2309642763232035
